  Det20170722_204215_STGS     0.0000  278941732  278834331  279262217  280487685 1117525965
  Det20170722_204217_STGS     0.0000  326613555  326102746  326218365  325224389 1304159055
  Det20170722_204218_STGS     0.0000  305709943  305588858  305311009  303876228 1220486038
  Det20170722_204220_STGS     0.0000  333777017  333452984  333003750  333028528 1333262279
  Det20170722_204221_STGS     0.0000  333498446  333212699  333163736  332013001 1331887883
  Det20170722_204222_STGS     0.0000  299968940  299955115  299499530  298494210 1197917795
  Det20170722_204224_STGS     0.0000  310453756  309687693  309036501  307743657 1236921608
  Det20170722_204225_STGS     0.0000  327759597  327487898  327343457  326892954 1309483905
  Det20170722_204227_STGS     0.0000  305160213  305390797  304683485  303048985 1218283480
  Det20170722_204228_STGS     0.0000  326621390  326978116  327596534  328305207 1309501247
  Det20170722_204230_STGS     0.0000  315604495  315705376  316112316  316719141 1264141328
  Det20170722_204231_STGS     0.0000  330021696  330550134  330665366  330477921 1321715117
  Det20170722_204232_STGS     0.0000  294260740  293530334  292909935  292191269 1172892278
  Det20170722_204234_STGS     0.0000  295731144  295999743  296555930  296709937 1184996754
  Det20170722_204235_STGS     0.0000  304687555  304910490  303722324  302221893 1215542263
  Det20170722_204237_STGS     0.0000  297903140  297797029  297840554  297178969 1190719692
  Det20170722_204238_STGS     0.0000  306927865  306591712  306129733  305082019 1224731329
  Det20170722_204240_STGS     0.0000  317358593  317413430  317267750  316548865 1268588637
  Det20170722_204241_STGS     0.0000  299925324  299629681  299489212  298156069 1197200286
  Det20170722_204243_STGS     0.0000  328936275  329077473  328421034  327339754 1313774535
  Det20170722_204244_STGS     0.0000  310542934  310780743  310954173  311112074 1243389923
  Det20170722_204245_STGS     0.0000  312009665  312309438  312091841  311781051 1248191995
  Det20170722_204247_STGS     0.0000  335906670  335776734  335411373  335567279 1342662056
  Det20170722_204248_STGS     0.0000  356725256  356479714  355430024  353580050 1422215044
  Det20170722_204250_STGS     0.0000  314142160  314068674  313479523  311834846 1253525204
  Det20170722_204251_STGS     0.0000  285197737  285264450  284981691  284661274 1140105151
  Det20170722_204253_STGS     0.0000  299743065  300125357  300253421  300387425 1200509268
  Det20170722_204254_STGS     0.0000  296660784  296760110  296152177  295688669 1185261739
  Det20170722_204255_STGS     0.0000  302678841  303050016  303721431  304515231 1213965519
  Det20170722_204257_STGS     0.0000  348488121  347830670  347179288  345609656 1389107734
  Det20170722_204258_STGS     0.0000  284021446  283778589  283191040  281467344 1132458419
  Det20170722_204300_STGS     0.0000  332381521  332175196  332073212  331141434 1327771363
  Det20170722_204301_STGS     0.0000  311362974  311397089  310567048  308927808 1242254919
  Det20170722_204303_STGS     0.0000  330833131  330922789  330465719  329731333 1321952972
  Det20170722_204304_STGS     0.0000  329418938  329087125  328692009  328080594 1315278665
  Det20170722_204306_STGS     0.0000  312508619  312662680  312320775  311495296 1248987370
  Det20170722_204307_STGS     0.0000  308113913  307628175  307750962  307775208 1231268257
  Det20170722_204309_STGS     0.0000  297940458  297838816  297536399  296602134 1189917808
  Det20170722_204310_STGS     0.0000  308796106  308562043  308061824  307480980 1232900952
  Det20170722_204312_STGS     0.0000  315724099  306257735  306242058  301730285 1229954176
