  Det20170722_204053_STGS     1.5000 40581794658  393519183  320914098  325842864 41622070802
  Det20170722_204054_STGS     0.0000  313129031  312911715  312274313  310835784 1249150843
  Det20170722_204055_STGS     0.0000  308310253  308289450  308169774  308457187 1233226664
  Det20170722_204057_STGS     0.0000  310820295  310221039  309397238  308565809 1239004382
  Det20170722_204058_STGS     0.0000  319513109  318863158  318325929  317533744 1274235939
  Det20170722_204100_STGS     0.0000  334174038  334130244  333271282  331899611 1333475174
  Det20170722_204101_STGS     0.0000  273617420  273276550  273451607  274034400 1094379976
  Det20170722_204103_STGS     0.0000  311714873  311774809  312101230  311777295 1247368207
  Det20170722_204104_STGS     0.0000  318122903  318336272  317413670  316246180 1270119025
  Det20170722_204106_STGS     0.0000  281288857  281145641  281068740  280189969 1123693207
  Det20170722_204107_STGS     0.0000  322398971  321714770  322024114  322718686 1288856541
  Det20170722_204108_STGS     0.0000  318123400  318352422  317607512  316792716 1270876051
  Det20170722_204110_STGS     0.0000  317042679  317212732  316997630  316290797 1267543837
  Det20170722_204111_STGS     0.0000  316056822  315641482  315583463  314971495 1262253263
  Det20170722_204113_STGS     0.0000  360269313  360044020  360096680  358835838 1439245851
  Det20170722_204114_STGS     0.0000  329342398  329375220  328441624  326790868 1313950110
  Det20170722_204116_STGS     0.0000  317472056  318001284  317653809  316502370 1269629520
  Det20170722_204117_STGS     0.0000  305956009  305527769  305050544  304543803 1221078124
  Det20170722_204118_STGS     0.0000  303550262  303305790  303344646  303152451 1213353149
  Det20170722_204120_STGS     0.0000  296332152  297028780  296383825  295552855 1185297613
  Det20170722_204121_STGS     0.0000  307216232  306815999  306447041  305381217 1225860489
  Det20170722_204123_STGS     0.0000  304351746  304067432  304178245  303711184 1216308607
  Det20170722_204124_STGS     0.0000  334984873  334605954  334304201  333894614 1337789642
  Det20170722_204126_STGS     0.0000  311007890  310948099  310107322  309289657 1241352968
  Det20170722_204127_STGS     0.0000  340514699  340294094  339469857  338405794 1358684444
  Det20170722_204128_STGS     0.0000  300866855  300977626  299898862  298639321 1200382664
  Det20170722_204130_STGS     0.0000  297226007  297148656  297338356  297756131 1189469149
  Det20170722_204131_STGS     0.0000  351844792  351573736  350973411  349983714 1404375653
  Det20170722_204133_STGS     0.0000  289192371  289061246  288419172  287491451 1154164241
  Det20170722_204134_STGS     0.0000  287505325  287397356  287057367  286916003 1148876052
  Det20170722_204136_STGS     0.0000  318103225  317791072  317183336  316476610 1269554244
  Det20170722_204137_STGS     0.0000  319032138  318914764  318602040  318021552 1274570493
  Det20170722_204138_STGS     0.0000  317598575  317227540  315768390  314152738 1264747244
  Det20170722_204140_STGS     0.0000  285744239  285877742  285527817  284506457 1141656255
  Det20170722_204141_STGS     0.0000  308433206  308001899  307788935  306787821 1231011860
  Det20170722_204143_STGS     0.0000  306463837  306449175  306489024  306772094 1226174130
  Det20170722_204144_STGS     0.0000  301963308  301927218  300952560  299516828 1204359915
  Det20170722_204146_STGS     0.0000  284117844  284281071  284034668  283148687 1135582270
  Det20170722_204147_STGS     0.0000  331733111  331800250  331606388  331484835 1326624584
  Det20170722_204148_STGS     0.0000  301578226  301433991  300211762  298654885 1201878864
  Det20170722_204150_STGS     0.0000  315883477  315580670  316314234  316843989 1264622369
  Det20170722_204151_STGS     0.0000  283060772  283115713  283120393  282404505 1131701382
  Det20170722_204153_STGS     0.0000  342479762  342151228  341470830  340430276 1366532096
  Det20170722_204154_STGS     0.0000  281932872  281650778  281524392  281456307 1126564349
  Det20170722_204155_STGS     0.0000  292382261  292642328  291834688  290932734 1167792011
  Det20170722_204157_STGS     0.0000  296185595  295859424  295458009  294758451 1182261480
  Det20170722_204158_STGS     0.0000  332032833  331816448  331140950  330155684 1325145914
  Det20170722_204200_STGS     0.0000  311741501  311949212  311509395  310619644 1245819753
  Det20170722_204201_STGS     0.0000  332102454  331928326  331013199  330324571 1325368549
  Det20170722_204202_STGS     0.0000  332184791  331595464  330770855  329623629 1324174738
  Det20170722_204204_STGS     0.0000  313735479  313660013  313057610  312189089 1252642192
  Det20170722_204205_STGS     0.0000  322597814  322324731  322130574  322573878 1289626997
  Det20170722_204207_STGS     0.0000  340800135  340764829  340474797  339726508 1361766270
  Det20170722_204208_STGS     0.0000  277611931  277800158  277640796  277338651 1110391536
  Det20170722_204210_STGS     0.0000  307746640  307880841  307643940  307945433 1231216854
  Det20170722_204211_STGS     0.0000  323540593  323317686  323435561  322340168 1292634008
  Det20170722_204212_STGS     0.0000  301615540  301253447  300808152  299836955 1203514094
  Det20170722_204214_STGS     0.0000  340986690  341223144  341615920  342377870 1366203624
