  Det20170722_222650_STGS     0.0000  290064668  289974359  290589404  291978266 1162606697
  Det20170722_222652_STGS     0.0000  322601357  322863480  323140228  322579463 1291184529
  Det20170722_222653_STGS     0.0000  307822355  308174123  309143971  309909563 1235050012
  Det20170722_222654_STGS     0.0000  300852075  301252125  301663517  302544858 1206312575
  Det20170722_222656_STGS     0.0000  328681075  328230790  327321543  325928167 1310161576
  Det20170722_222657_STGS     0.0000  300982761  301516680  302049659  302458317 1207007417
  Det20170722_222659_STGS     0.0000  299028101  299448932  300301138  301582764 1200360936
  Det20170722_222700_STGS     0.0000  318887309  319165757  319426896  319982063 1277462025
  Det20170722_222702_STGS     0.0000  317745352  317618908  318247665  318941548 1272553472
  Det20170722_222703_STGS     0.0000  324263499  324446433  325190344  325403241 1299303517
  Det20170722_222705_STGS     0.0000  282507485  282991667  284066069  285583509 1135148729
  Det20170722_222706_STGS     0.0000  330139192  329832722  330145638  330308922 1320426475
  Det20170722_222708_STGS     0.0000  303025340  303493320  302952534  302667214 1212138408
  Det20170722_222709_STGS     0.0000  307091129  306983360  307102717  307293121 1228470326
  Det20170722_222711_STGS     0.0000  300699894  301480676  303216556  305426073 1210823199
  Det20170722_222712_STGS     0.0000  303631841  303534737  304737713  306721039 1218625330
  Det20170722_222714_STGS     0.0000  295154435  295244259  295246857  295875798 1181521349
  Det20170722_222715_STGS     0.0000  271472155  271641960  272126879  272720516 1087961510
  Det20170722_222717_STGS     0.0000  311571576  311429750  312045362  312399787 1247446475
  Det20170722_222718_STGS     0.0000  275069903  275439497  275908410  277034231 1103452041
  Det20170722_222719_STGS     0.0000  323756050  322852050  324438744  325916369 1296963212
  Det20170722_222721_STGS     0.0000  307491656  307441730  306998851  306051217 1227983454
  Det20170722_222722_STGS     0.0000  289127647  289415119  289905785  290929601 1159378151
  Det20170722_222724_STGS     0.0000  281578719  281554146  282090456  282503795 1127727115
  Det20170722_222725_STGS     0.0000  304710655  305067623  305224811  304972481 1219975571
  Det20170722_222727_STGS     0.0000  303054756  303538860  303664844  303713199 1213971659
  Det20170722_222728_STGS     0.0000  293449470  293634340  293601147  294001911 1174686868
  Det20170722_222729_STGS     0.0000  309874871  309714803  309862480  308537781 1237989935
  Det20170722_222731_STGS     0.0000  309371366  309699299  310169028  309862629 1239102323
  Det20170722_222732_STGS     0.0000  324268708  324392448  324182336  324191437 1297034930
  Det20170722_222734_STGS     0.0000  314294311  313402911  314952906  315718598 1258368726
  Det20170722_222735_STGS     0.0000  314351088  314503624  315762340  317037392 1261654444
  Det20170722_222737_STGS     0.0000  305710130  306354348  307705829  309218476 1228988783
  Det20170722_222738_STGS     0.0000  303185314  303453054  303305519  303465571 1213409458
  Det20170722_222740_STGS     0.0000  278713007  278716538  279313412  279642393 1116385349
  Det20170722_222741_STGS     0.0000  297025468  297272218  297706142  298211541 1190215370
  Det20170722_222743_STGS     0.0000  301159366  301117871  301040787  301526487 1204844511
  Det20170722_222744_STGS     0.0000  308639928  309227222  309758881  309873302 1237499333
  Det20170722_222745_STGS     0.0000  291188628  291273640  291588480  292021159 1166071907
  Det20170722_222747_STGS     0.0000  309602032  309303927  311229133  312861856 1242996950
  Det20170722_222748_STGS     0.0000  303431150  303771031  303556032  303693337 1214451551
  Det20170722_222750_STGS     0.0000  298248585  298208815  297876576  296924719 1191258694
  Det20170722_222751_STGS     0.0000  305822036  305455201  306710406  307976957 1225964600
  Det20170722_222753_STGS     0.0000  331374765  331125691  331605075  331702761 1325808293
  Det20170722_222754_STGS     0.0000  265546043  265791587  266232962  266396807 1063967400
  Det20170722_222756_STGS     0.0000  287330109  287675654  287963163  288584660 1151553585
  Det20170722_222757_STGS     0.0000  292303071  292476629  293430462  294810433 1173020596
  Det20170722_222759_STGS     0.0000  273552093  274408728  275357594  277150154 1100468570
  Det20170722_222800_STGS     0.0000  314028072  313775310  312915218  312335443 1253054042
  Det20170722_222802_STGS     0.0000  277097927  277507384  278647842  280087977 1113341129
  Det20170722_222803_STGS     0.0000  318974453  318604927  319200315  319006479 1275786174
  Det20170722_222805_STGS     0.0000  283149058  283417520  283950649  284795039 1135312266
  Det20170722_222806_STGS     0.0000  312223161  312425981  312545483  312470619 1249665245
  Det20170722_222807_STGS     0.0000  303430924  303502543  302973399  302239230 1212146097
  Det20170722_222809_STGS     0.0000  303715174  303464375  302867562  301838138 1211885248
  Det20170722_222810_STGS     0.0000  298567379  298506052  298717505  298736747 1194527684
  Det20170722_222812_STGS     0.0000  310856293  311215277  311117768  310645074 1243834413
  Det20170722_222813_STGS     0.0000  311923839  312039076  312618234  312796058 1249377207
  Det20170722_222815_STGS     0.0000  317865292  318270817  318732193  319129838 1273998139
  Det20170722_222816_STGS     0.0000  313407126  313266998  314839640  317308895 1258822658
  Det20170722_222818_STGS     0.0000  309246804  309076384  308726582  308387365 1235437134
  Det20170722_222819_STGS     0.0000  350689343  350630207  350775976  350638247 1402733772
  Det20170722_222820_STGS     0.0000  277868267  277443290  279200232  281625970 1116137759
  Det20170722_222822_STGS     0.0000  294333874  294922008  296147013  297429905 1182832800
  Det20170722_222823_STGS     0.0000  309258249  309741983  310173150  310706874 1239880255
  Det20170722_222825_STGS     0.0000  294662241  294841610  295221625  292158877 1176884352
